District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Nizamabad,Kotgiri,18-Jun-21,3.8,24.6,30.5,72.7,89.6,0.0,10.9
Nizamabad,Kotgiri,19-Jun-21,1.3,25.3,31.7,52.3,82.9,4.6,18.2
Nizamabad,Kotgiri,20-Jun-21,0.0,24.5,32.6,44.0,82.7,4.6,14.3
Nizamabad,Kotgiri,21-Jun-21,0.0,23.3,32.5,43.9,82.2,2.8,15.5
Nizamabad,Kotgiri,22-Jun-21,0.3,26.1,32.8,44.3,75.7,0.0,14.2
Nizamabad,Kotgiri,23-Jun-21,0.0,26.5,33.3,43.0,71.7,0.0,14.9
Nizamabad,Kotgiri,24-Jun-21,9.0,23.1,30.5,55.4,86.2,2.5,12.7
Nizamabad,Kotgiri,25-Jun-21,5.8,23.8,32.7,27.5,86.9,2.1,16.9
Nizamabad,Kotgiri,26-Jun-21,1.5,24.3,31.6,56.5,83.7,0.0,16.7
Nizamabad,Kotgiri,27-Jun-21,16.3,24.2,32.7,57.1,86.9,0.0,15.7
Nizamabad,Kotgiri,28-Jun-21,23.6,23.7,32.7,74.1,89.0,0.0,17.7
Nizamabad,Kotgiri,29-Jun-21,0.0,25.1,32.8,64.7,90.0,0.0,11.7
Nizamabad,Kotgiri,30-Jun-21,0.0,26.7,33.3,54.7,88.7,0.0,11.7
Nizamabad,Makloor,01-Jun-21,0.0,25.5,40.4,29.2,77.2,0.0,13.2
Nizamabad,Makloor,02-Jun-21,35.0,22.3,39.0,34.6,99.9,0.0,19.7
Nizamabad,Makloor,03-Jun-21,0.0,24.9,36.1,46.9,94.1,0.0,6.1
Nizamabad,Makloor,04-Jun-21,0.0,26.3,33.7,49.9,82.0,0.0,7.7
Nizamabad,Makloor,05-Jun-21,3.1,23.0,33.5,54.6,96.3,0.0,11.6
Nizamabad,Makloor,06-Jun-21,7.5,23.6,35.6,40.3,96.8,0.0,17.4
Nizamabad,Makloor,07-Jun-21,0.0,25.2,36.6,44.6,92.4,0.0,9.8
Nizamabad,Makloor,08-Jun-21,0.0,25.2,34.1,52.1,89.6,0.0,18.1
Nizamabad,Makloor,09-Jun-21,10.7,23.9,37.1,38.4,99.9,0.0,14.5
Nizamabad,Makloor,10-Jun-21,3.9,23.5,35.3,49.9,99.4,0.0,17.7
Nizamabad,Makloor,11-Jun-21,1.1,23.4,32.5,59.0,95.3,0.0,13.3
Nizamabad,Makloor,12-Jun-21,9.5,23.8,30.9,68.3,96.8,0.0,14.7
Nizamabad,Makloor,13-Jun-21,1.2,22.8,31.2,69.2,96.3,0.0,11.0
Nizamabad,Makloor,14-Jun-21,87.4,22.0,33.5,60.6,100.0,0.0,19.6
Nizamabad,Makloor,15-Jun-21,47.1,21.7,32.5,64.5,100.0,0.0,13.0
Nizamabad,Makloor,16-Jun-21,16.4,23.5,33.8,59.4,99.4,0.0,17.1
Nizamabad,Makloor,17-Jun-21,16.8,23.3,33.9,57.0,100.0,0.0,19.9
Nizamabad,Makloor,18-Jun-21,9.7,23.5,31.6,76.4,100.0,0.0,8.0
Nizamabad,Makloor,19-Jun-21,0.0,24.2,32.5,59.6,87.7,0.0,16.3
Nizamabad,Makloor,20-Jun-21,0.0,24.0,32.5,55.1,89.1,0.0,14.3
Nizamabad,Makloor,21-Jun-21,0.0,23.9,34.0,45.4,86.4,0.0,17.7
Nizamabad,Makloor,22-Jun-21,0.0,25.2,34.0,44.0,85.0,0.0,11.9
Nizamabad,Makloor,23-Jun-21,1.9,26.8,34.8,47.1,76.4,0.0,14.4
Nizamabad,Makloor,24-Jun-21,0.0,22.9,31.4,58.6,96.8,0.0,11.5
Nizamabad,Makloor,25-Jun-21,1.3,23.5,31.8,56.2,95.3,0.0,12.5
Nizamabad,Makloor,26-Jun-21,0.0,24.5,32.3,61.1,93.3,0.0,15.5
Nizamabad,Makloor,27-Jun-21,7.2,23.3,34.1,55.1,100.0,0.0,11.4
Nizamabad,Makloor,28-Jun-21,13.0,22.7,32.2,68.0,100.0,0.0,8.8
Nizamabad,Makloor,29-Jun-21,0.0,25.0,33.3,61.6,97.9,0.0,2.1
Nizamabad,Makloor,30-Jun-21,0.4,26.6,36.4,52.6,91.3,0.0,5.8
Nizamabad,Mendora,01-Jun-21,0.0,25.9,40.7,33.0,80.8,0.0,3.0
Nizamabad,Mendora,02-Jun-21,9.4,23.5,39.1,34.2,96.8,0.1,3.3
Nizamabad,Mendora,03-Jun-21,0.0,26.0,35.2,48.5,95.6,0.0,1.2
Nizamabad,Mendora,04-Jun-21,0.0,26.9,32.8,50.5,82.0,0.0,1.7
Nizamabad,Mendora,05-Jun-21,20.3,23.5,32.2,61.0,96.3,0.0,1.6
Nizamabad,Mendora,06-Jun-21,0.0,23.9,34.7,48.9,96.7,0.0,1.3
Nizamabad,Mendora,07-Jun-21,0.0,26.3,36.6,44.9,87.1,0.0,1.9
Nizamabad,Mendora,08-Jun-21,0.0,26.9,35.4,47.9,83.6,0.0,2.5
Nizamabad,Mendora,09-Jun-21,13.5,24.3,36.3,42.8,98.0,0.0,1.9
Nizamabad,Mendora,10-Jun-21,5.8,24.4,32.8,59.5,98.1,0.0,2.0
Nizamabad,Mendora,11-Jun-21,0.0,24.6,33.2,62.2,92.1,0.4,4.6
Nizamabad,Mendora,12-Jun-21,0.0,24.3,29.8,68.5,86.6,0.0,2.1
Nizamabad,Mendora,13-Jun-21,0.0,24.3,31.4,68.1,89.2,0.2,2.5
Nizamabad,Mendora,14-Jun-21,93.8,22.0,33.7,60.1,99.5,0.0,2.4
Nizamabad,Mendora,15-Jun-21,12.0,22.1,32.6,72.1,99.6,0.0,2.3
Nizamabad,Mendora,16-Jun-21,0.0,24.5,33.5,65.5,97.9,0.0,1.8
Nizamabad,Mendora,17-Jun-21,21.0,23.0,34.0,60.5,99.8,0.1,2.0
Nizamabad,Mendora,18-Jun-21,0.0,25.0,30.7,76.3,95.6,0.0,2.8
Nizamabad,Mendora,19-Jun-21,0.0,25.0,32.7,60.8,85.0,0.2,2.6
Nizamabad,Mendora,20-Jun-21,0.0,24.7,32.9,58.5,86.7,0.0,1.7
Nizamabad,Mendora,21-Jun-21,0.0,25.3,34.7,50.4,81.9,0.0,2.9
Nizamabad,Mendora,22-Jun-21,0.0,26.7,35.3,46.9,82.1,0.0,2.2
Nizamabad,Mendora,23-Jun-21,0.0,26.2,34.5,47.4,90.2,0.0,2.0
Nizamabad,Mendora,24-Jun-21,2.0,23.7,31.8,65.7,96.2,0.0,1.9
Nizamabad,Mendora,25-Jun-21,1.0,24.6,32.9,63.4,89.9,0.4,2.3
Nizamabad,Mendora,26-Jun-21,0.0,25.5,32.5,60.9,87.5,0.5,2.5
Nizamabad,Mendora,27-Jun-21,41.5,23.6,34.4,59.0,100.0,0.0,2.0
Nizamabad,Mendora,28-Jun-21,33.8,23.6,32.6,71.5,100.0,0.0,2.4
Nizamabad,Mendora,29-Jun-21,0.0,25.8,32.7,72.2,99.5,0.0,0.9
Nizamabad,Mendora,30-Jun-21,0.0,27.0,35.2,59.3,92.4,0.0,1.4
Nizamabad,Mortad,01-Jun-21,16.8,23.8,40.8,20.0,77.5,0.0,14.4
Nizamabad,Mortad,02-Jun-21,2.3,24.1,37.8,31.1,93.4,0.7,13.3
Nizamabad,Mortad,03-Jun-21,0.0,25.6,34.2,41.6,88.2,0.0,7.4
Nizamabad,Mortad,04-Jun-21,0.0,27.2,34.8,35.1,78.5,0.0,7.8
Nizamabad,Mortad,05-Jun-21,9.0,21.7,32.6,57.1,100.0,0.0,15.1
Nizamabad,Mortad,06-Jun-21,0.0,23.8,35.7,37.7,100.0,0.0,8.1
Nizamabad,Mortad,07-Jun-21,0.0,26.0,35.6,29.8,89.1,0.0,6.0
Nizamabad,Mortad,08-Jun-21,0.0,26.5,35.5,34.8,83.0,0.0,15.4
Nizamabad,Mortad,09-Jun-21,2.3,24.7,38.2,28.6,100.0,0.0,12.2
Nizamabad,Mortad,10-Jun-21,3.2,23.6,34.3,52.4,100.0,1.0,10.8
Nizamabad,Mortad,11-Jun-21,17.0,22.9,32.8,70.5,100.0,1.5,14.1
Nizamabad,Mortad,12-Jun-21,0.0,24.3,30.0,72.3,100.0,1.5,13.1
Nizamabad,Mortad,13-Jun-21,0.0,24.3,30.6,71.8,100.0,0.0,8.3
Nizamabad,Mortad,14-Jun-21,61.8,22.0,34.0,67.2,100.0,0.9,13.3
Nizamabad,Mortad,15-Jun-21,45.0,21.6,33.5,76.8,100.0,0.0,14.5
Nizamabad,Mortad,16-Jun-21,0.0,24.5,34.7,67.8,100.0,1.3,9.8
Nizamabad,Mortad,17-Jun-21,0.0,24.2,33.9,55.2,100.0,0.0,11.1
Nizamabad,Mortad,18-Jun-21,7.8,23.7,31.0,80.8,100.0,0.0,13.1
Nizamabad,Mortad,19-Jun-21,0.0,24.9,34.0,48.8,100.0,2.8,6.9
Nizamabad,Mortad,20-Jun-21,0.4,24.2,33.2,50.4,92.5,1.2,6.4
Nizamabad,Mortad,21-Jun-21,0.9,23.9,34.2,43.1,85.7,0.0,8.1
Nizamabad,Mortad,22-Jun-21,0.0,26.8,35.2,35.6,77.7,0.0,15.1
Nizamabad,Mortad,23-Jun-21,0.0,25.3,35.8,37.7,100.0,0.0,14.3
Nizamabad,Mortad,24-Jun-21,2.8,23.1,31.3,59.4,100.0,0.0,9.6
Nizamabad,Mortad,25-Jun-21,2.8,24.5,32.8,63.9,100.0,0.0,9.0
Nizamabad,Mortad,26-Jun-21,0.0,25.3,33.0,52.9,85.6,1.5,14.8
Nizamabad,Mortad,27-Jun-21,11.2,23.3,34.5,48.3,100.0,0.0,14.9
Nizamabad,Mortad,28-Jun-21,20.4,23.3,32.9,79.0,100.0,0.0,10.1
Nizamabad,Mortad,29-Jun-21,0.0,25.0,34.6,64.5,100.0,0.0,4.1
Nizamabad,Mortad,30-Jun-21,0.0,26.7,36.1,47.2,100.0,0.0,9.2
Nizamabad,Mosra,01-Jun-21,0.0,25.3,40.1,36.2,94.1,0.0,2.1
Nizamabad,Mosra,02-Jun-21,9.3,22.8,38.8,39.2,100.0,0.0,2.3
Nizamabad,Mosra,03-Jun-21,0.0,24.8,34.6,66.1,100.0,0.0,1.3
Nizamabad,Mosra,04-Jun-21,0.0,26.0,32.7,64.4,98.9,0.0,1.2
Nizamabad,Mosra,05-Jun-21,12.5,21.7,33.8,72.3,100.0,0.0,3.5
Nizamabad,Mosra,06-Jun-21,16.5,22.8,33.6,67.4,100.0,0.0,1.7
Nizamabad,Mosra,07-Jun-21,0.0,25.1,35.3,44.3,100.0,0.0,2.5
Nizamabad,Mosra,08-Jun-21,0.0,25.9,32.7,44.4,100.0,0.0,1.5
Nizamabad,Mosra,09-Jun-21,52.5,23.4,34.1,38.1,100.0,0.0,2.6
Nizamabad,Mosra,10-Jun-21,10.8,23.7,31.5,59.8,100.0,0.0,1.7
Nizamabad,Mosra,11-Jun-21,10.5,22.5,32.5,57.6,100.0,0.3,4.1
Nizamabad,Mosra,12-Jun-21,0.0,23.7,27.7,58.7,83.1,0.3,2.3
Nizamabad,Mosra,13-Jun-21,17.3,22.8,32.2,76.1,100.0,0.2,2.8
Nizamabad,Mosra,14-Jun-21,55.5,21.3,32.3,60.6,100.0,0.0,1.7
Nizamabad,Mosra,15-Jun-21,5.0,22.4,30.2,63.5,90.9,0.0,1.7
Nizamabad,Mosra,16-Jun-21,5.5,24.1,30.8,54.7,89.5,0.0,3.8
Nizamabad,Mosra,17-Jun-21,4.5,23.9,31.8,60.7,100.0,0.0,1.9
Nizamabad,Mosra,18-Jun-21,7.3,24.0,29.6,49.1,81.8,0.0,1.7
Nizamabad,Mosra,19-Jun-21,0.8,24.3,32.6,60.4,100.0,1.1,3.0
Nizamabad,Mosra,20-Jun-21,0.0,24.0,32.0,57.4,100.0,0.4,2.9
Nizamabad,Mosra,21-Jun-21,0.0,24.3,32.8,42.6,100.0,0.0,2.7
Nizamabad,Mosra,22-Jun-21,2.5,25.2,32.5,41.3,100.0,0.0,2.4
Nizamabad,Mosra,23-Jun-21,0.0,26.4,33.0,43.5,100.0,0.0,1.7
Nizamabad,Mosra,24-Jun-21,8.8,22.4,30.7,52.2,100.0,0.0,2.3
Nizamabad,Mosra,25-Jun-21,8.0,23.6,29.7,99.4,100.0,0.0,3.2
Nizamabad,Mosra,26-Jun-21,1.8,24.7,31.2,56.3,100.0,0.0,2.4
Nizamabad,Mosra,27-Jun-21,65.5,23.0,32.8,54.3,100.0,0.0,27.2
Nizamabad,Mosra,28-Jun-21,39.3,22.1,28.2,77.0,93.8,0.0,2.5
Nizamabad,Mosra,29-Jun-21,0.0,23.6,30.4,64.7,86.6,0.0,2.5
Nizamabad,Mosra,30-Jun-21,0.0,26.4,33.0,49.1,91.1,0.0,1.4
Nizamabad,Mugpal,01-Jun-21,0.0,25.6,38.8,30.3,83.3,0.0,11.4
Nizamabad,Mugpal,02-Jun-21,19.8,22.8,37.1,37.1,99.9,0.0,7.3
Nizamabad,Mugpal,03-Jun-21,0.0,25.3,33.8,55.8,99.9,0.0,5.8
Nizamabad,Mugpal,04-Jun-21,0.0,26.3,32.3,49.8,83.7,0.0,3.4
Nizamabad,Mugpal,05-Jun-21,9.3,22.7,33.3,63.5,99.9,0.0,8.1
Nizamabad,Mugpal,06-Jun-21,0.0,24.1,33.8,50.3,99.9,0.0,5.7
Nizamabad,Mugpal,07-Jun-21,0.0,25.3,34.1,57.2,93.4,0.0,7.2
Nizamabad,Mugpal,08-Jun-21,0.0,26.1,34.5,50.9,79.6,0.5,8.2
Nizamabad,Mugpal,09-Jun-21,15.3,23.9,36.9,47.5,99.9,0.0,10.4
Nizamabad,Mugpal,10-Jun-21,9.8,24.4,34.2,64.4,99.9,0.5,7.7
Nizamabad,Mugpal,11-Jun-21,28.8,23.2,34.0,68.9,99.9,0.3,11.7
Nizamabad,Mugpal,12-Jun-21,0.5,23.6,30.5,84.6,99.9,0.0,13.6
Nizamabad,Mugpal,13-Jun-21,4.8,23.3,30.7,70.9,99.9,0.5,11.4
Nizamabad,Mugpal,14-Jun-21,61.3,21.8,33.7,67.2,99.9,0.0,10.1
Nizamabad,Mugpal,15-Jun-21,0.0,23.1,32.4,72.1,99.9,0.1,10.0
Nizamabad,Mugpal,16-Jun-21,59.5,23.7,34.9,69.5,99.9,0.0,9.1
Nizamabad,Mugpal,17-Jun-21,6.3,23.7,34.8,77.5,99.9,0.0,10.8
Nizamabad,Mugpal,18-Jun-21,1.0,24.1,29.9,90.5,99.9,0.0,11.7
Nizamabad,Mugpal,19-Jun-21,0.0,24.3,34.5,71.1,99.9,3.6,9.9
Nizamabad,Mugpal,20-Jun-21,14.8,24.0,32.5,60.0,99.9,0.0,9.2
Nizamabad,Mugpal,21-Jun-21,0.0,24.1,33.7,59.2,99.9,0.0,10.6
Nizamabad,Mugpal,22-Jun-21,0.0,26.1,34.5,58.8,83.7,0.0,10.4
Nizamabad,Mugpal,23-Jun-21,0.0,26.4,33.7,49.1,79.0,0.0,8.7
Nizamabad,Mugpal,24-Jun-21,37.8,22.6,31.4,60.0,99.9,0.0,9.9
Nizamabad,Mugpal,25-Jun-21,1.0,23.7,31.3,83.7,99.9,1.7,9.7
Nizamabad,Mugpal,26-Jun-21,3.5,24.1,33.0,81.6,99.9,0.0,11.4
Nizamabad,Mugpal,27-Jun-21,12.0,23.6,34.2,67.3,99.9,0.0,7.7
Nizamabad,Mugpal,28-Jun-21,7.0,23.0,32.5,86.9,99.9,0.0,7.1
Nizamabad,Mugpal,29-Jun-21,6.8,24.8,32.4,77.6,99.9,0.0,4.7
Nizamabad,Mugpal,30-Jun-21,0.0,26.4,33.8,64.0,99.9,0.0,6.5
Nizamabad,Mupkal,01-Jun-21,0.0,26.2,39.5,34.9,78.8,0.0,2.4
Nizamabad,Mupkal,02-Jun-21,21.5,23.4,38.1,39.2,93.8,0.0,3.3
Nizamabad,Mupkal,03-Jun-21,0.0,25.7,34.5,48.0,88.1,0.0,1.2
Nizamabad,Mupkal,04-Jun-21,0.0,26.7,32.8,50.3,84.6,0.0,2.0
Nizamabad,Mupkal,05-Jun-21,15.0,23.1,31.0,66.5,93.6,0.0,1.8
Nizamabad,Mupkal,06-Jun-21,0.7,23.7,33.7,51.1,93.9,0.0,2.2
Nizamabad,Mupkal,07-Jun-21,0.0,26.5,35.8,43.2,85.9,0.0,2.2
Nizamabad,Mupkal,08-Jun-21,0.0,26.0,35.3,51.7,86.7,0.1,1.6
Nizamabad,Mupkal,09-Jun-21,10.5,24.4,36.3,44.1,94.3,0.0,2.5
Nizamabad,Mupkal,10-Jun-21,4.5,24.7,32.9,59.9,93.1,0.0,1.8
Nizamabad,Mupkal,11-Jun-21,27.8,23.1,32.3,61.8,93.8,0.0,2.0
Nizamabad,Mupkal,12-Jun-21,0.0,23.9,29.9,71.7,87.1,0.0,2.3
Nizamabad,Mupkal,13-Jun-21,0.0,24.0,30.8,71.5,89.5,0.0,2.1
Nizamabad,Mupkal,14-Jun-21,30.8,22.1,32.9,62.9,96.0,0.0,2.0
Nizamabad,Mupkal,15-Jun-21,21.0,22.5,32.3,71.7,96.0,0.0,2.2
Nizamabad,Mupkal,16-Jun-21,0.5,23.6,32.9,67.0,92.0,0.0,3.3
Nizamabad,Mupkal,17-Jun-21,31.5,23.5,33.0,62.1,96.0,0.0,2.8
Nizamabad,Mupkal,18-Jun-21,0.0,24.3,30.2,74.2,94.0,0.0,2.6
Nizamabad,Mupkal,19-Jun-21,0.0,24.9,32.9,59.6,84.0,0.0,4.1
Nizamabad,Mupkal,20-Jun-21,0.0,24.6,32.2,58.4,85.0,0.0,3.1
Nizamabad,Mupkal,21-Jun-21,0.0,24.6,33.7,49.3,83.1,0.0,2.7
Nizamabad,Mupkal,22-Jun-21,0.9,26.0,33.9,48.0,83.0,0.0,2.2
Nizamabad,Mupkal,23-Jun-21,0.0,26.2,34.8,49.4,87.5,0.0,1.9
Nizamabad,Mupkal,24-Jun-21,0.3,23.5,31.6,64.5,92.6,0.0,1.9
Nizamabad,Mupkal,25-Jun-21,0.0,24.4,31.9,63.9,88.0,0.0,2.5
Nizamabad,Mupkal,26-Jun-21,0.0,25.1,32.9,58.0,88.7,0.0,1.9
Nizamabad,Mupkal,27-Jun-21,25.3,23.0,34.9,54.9,95.3,0.0,1.8
Nizamabad,Mupkal,28-Jun-21,13.7,23.4,32.7,71.3,96.0,0.0,2.4
Nizamabad,Mupkal,29-Jun-21,0.0,25.9,32.5,70.2,92.4,0.0,1.6
Nizamabad,Mupkal,30-Jun-21,0.0,26.6,33.9,58.3,91.2,0.0,1.5
Nizamabad,Nandipet,01-Jun-21,0.0,25.1,41.4,26.7,91.3,0.0,18.7
Nizamabad,Nandipet,02-Jun-21,35.4,22.9,39.2,32.2,100.0,1.0,11.3
Nizamabad,Nandipet,03-Jun-21,0.0,24.9,35.0,49.7,100.0,0.0,6.3
Nizamabad,Nandipet,04-Jun-21,0.0,26.1,34.4,49.4,99.2,0.0,8.4
Nizamabad,Nandipet,05-Jun-21,18.6,22.5,32.5,62.2,100.0,0.0,17.7
Nizamabad,Nandipet,06-Jun-21,7.3,23.1,35.5,49.4,100.0,0.0,8.4
Nizamabad,Nandipet,07-Jun-21,0.0,25.1,35.8,45.0,90.9,0.0,13.7
Nizamabad,Nandipet,08-Jun-21,0.0,24.7,34.8,48.1,100.0,0.0,9.2
Nizamabad,Nandipet,09-Jun-21,23.1,23.4,37.0,42.4,100.0,0.0,8.8
Nizamabad,Nandipet,10-Jun-21,1.7,24.3,33.7,53.1,100.0,0.0,13.2
Nizamabad,Nandipet,11-Jun-21,3.2,22.6,33.2,56.4,100.0,0.0,11.9
Nizamabad,Nandipet,12-Jun-21,2.4,23.5,30.5,65.6,100.0,0.0,14.5
Nizamabad,Nandipet,13-Jun-21,0.0,23.0,31.5,64.7,100.0,0.0,15.5
Nizamabad,Nandipet,14-Jun-21,55.9,22.1,33.9,54.9,100.0,0.0,11.9
Nizamabad,Nandipet,15-Jun-21,39.5,22.1,33.9,59.8,100.0,0.0,11.4
Nizamabad,Nandipet,16-Jun-21,1.1,24.1,34.1,59.8,100.0,0.0,11.1
Nizamabad,Nandipet,17-Jun-21,19.7,22.9,33.7,61.3,100.0,0.0,12.6
Nizamabad,Nandipet,18-Jun-21,6.1,23.7,31.8,68.9,100.0,0.0,11.1
Nizamabad,Nandipet,19-Jun-21,0.7,24.3,33.0,57.9,100.0,0.0,12.0
Nizamabad,Nandipet,20-Jun-21,0.0,23.8,32.3,55.8,100.0,0.0,9.2
Nizamabad,Nandipet,21-Jun-21,0.0,23.0,34.6,46.4,100.0,0.0,10.5
Nizamabad,Nandipet,22-Jun-21,0.3,25.0,34.7,45.3,100.0,0.0,11.4
Nizamabad,Nandipet,23-Jun-21,0.0,26.1,35.6,42.3,95.1,0.0,12.7
Nizamabad,Nandipet,24-Jun-21,0.0,23.6,31.3,62.2,100.0,0.0,10.8
Nizamabad,Nandipet,25-Jun-21,2.0,23.2,32.4,52.6,100.0,0.0,12.9
Nizamabad,Nandipet,26-Jun-21,8.1,23.7,33.1,56.4,100.0,0.0,13.3
Nizamabad,Nandipet,27-Jun-21,14.8,21.5,34.8,54.9,100.0,0.0,9.2
Nizamabad,Nandipet,28-Jun-21,12.6,22.9,33.6,62.3,100.0,0.0,9.1
Nizamabad,Nandipet,29-Jun-21,0.0,24.8,33.9,63.2,100.0,0.0,5.7
Nizamabad,Nandipet,30-Jun-21,0.2,25.8,36.0,49.0,100.0,0.0,8.6
Nizamabad,Navipet,01-Jun-21,0.0,26.0,40.1,27.0,78.7,2.1,13.9
Nizamabad,Navipet,02-Jun-21,21.8,22.4,38.4,27.7,100.0,0.7,16.6
Nizamabad,Navipet,03-Jun-21,0.0,24.8,34.7,54.0,100.0,0.0,11.4
Nizamabad,Navipet,04-Jun-21,0.0,27.3,33.7,50.2,84.7,0.0,6.5
Nizamabad,Navipet,05-Jun-21,3.5,22.7,32.3,66.2,100.0,0.0,10.2
Nizamabad,Navipet,06-Jun-21,1.9,23.6,34.8,52.7,100.0,0.0,14.9
Nizamabad,Navipet,07-Jun-21,0.0,25.3,36.5,49.2,100.0,0.0,10.8
Nizamabad,Navipet,08-Jun-21,0.0,25.1,34.3,59.6,100.0,1.8,17.0
Nizamabad,Navipet,09-Jun-21,7.5,23.4,36.2,42.4,100.0,0.0,13.9
Nizamabad,Navipet,10-Jun-21,4.4,24.0,34.6,57.2,100.0,0.0,13.2
Nizamabad,Navipet,11-Jun-21,0.0,23.6,32.5,71.2,100.0,1.9,15.3
Nizamabad,Navipet,12-Jun-21,0.0,23.9,30.1,82.0,100.0,1.2,14.6
Nizamabad,Navipet,13-Jun-21,15.7,22.5,31.9,74.8,100.0,0.0,12.8
Nizamabad,Navipet,14-Jun-21,75.3,21.7,33.0,76.2,100.0,0.0,12.8
Nizamabad,Navipet,15-Jun-21,52.3,21.3,32.1,67.8,100.0,2.2,11.1
Nizamabad,Navipet,16-Jun-21,16.5,23.2,33.1,81.8,100.0,0.0,20.6
Nizamabad,Navipet,17-Jun-21,30.2,23.7,32.7,76.7,100.0,1.3,13.5
Nizamabad,Navipet,18-Jun-21,14.0,24.1,30.7,74.8,100.0,0.0,8.4
Nizamabad,Navipet,19-Jun-21,0.0,24.1,32.2,70.1,99.4,9.0,13.9
Nizamabad,Navipet,20-Jun-21,0.0,24.2,32.2,69.6,100.0,1.9,14.7
Nizamabad,Navipet,21-Jun-21,0.0,23.9,33.9,51.9,98.1,2.0,15.2
Nizamabad,Navipet,22-Jun-21,0.0,25.2,34.5,54.0,92.2,3.2,12.1
Nizamabad,Navipet,23-Jun-21,0.0,26.2,33.8,56.5,88.2,2.4,13.3
Nizamabad,Navipet,24-Jun-21,0.0,23.2,32.2,67.6,100.0,0.0,13.9
Nizamabad,Navipet,25-Jun-21,2.9,23.0,31.3,64.2,100.0,4.1,14.6
Nizamabad,Navipet,26-Jun-21,4.3,24.1,31.9,70.4,100.0,5.0,16.3
Nizamabad,Navipet,27-Jun-21,12.9,22.9,32.8,65.5,100.0,0.0,12.8
Nizamabad,Navipet,28-Jun-21,24.4,22.3,32.0,73.4,100.0,1.3,12.8
Nizamabad,Navipet,29-Jun-21,0.0,25.3,32.6,69.1,98.5,0.0,9.6
Nizamabad,Navipet,30-Jun-21,0.0,26.8,35.7,66.5,100.0,0.0,7.7
Nizamabad,Nizamabad_North,01-Jun-21,1.5,26.0,40.0,29.7,70.9,0.0,2.8
Nizamabad,Nizamabad_North,02-Jun-21,17.3,22.5,38.4,36.1,96.8,0.0,4.7
Nizamabad,Nizamabad_North,03-Jun-21,0.0,25.2,35.7,48.6,94.6,0.0,5.3
Nizamabad,Nizamabad_North,04-Jun-21,0.0,26.1,33.6,47.1,78.6,0.0,6.3
Nizamabad,Nizamabad_North,05-Jun-21,0.7,23.2,33.5,49.0,96.0,0.0,4.4
Nizamabad,Nizamabad_North,06-Jun-21,1.8,23.5,34.5,43.6,96.0,0.0,3.2
Nizamabad,Nizamabad_North,07-Jun-21,0.5,25.7,34.4,49.9,100.0,0.0,2.0
Nizamabad,Nizamabad_North,08-Jun-21,0.0,25.7,35.0,48.8,72.0,0.0,2.5
Nizamabad,Nizamabad_North,09-Jun-21,11.3,23.7,37.8,33.5,100.0,0.0,10.2
Nizamabad,Nizamabad_North,10-Jun-21,1.8,24.4,34.4,49.3,100.0,0.0,2.1
Nizamabad,Nizamabad_North,11-Jun-21,13.4,23.7,33.0,54.5,96.0,0.0,3.8
Nizamabad,Nizamabad_North,12-Jun-21,1.2,24.1,30.0,64.2,93.0,0.0,3.1
Nizamabad,Nizamabad_North,13-Jun-21,1.9,22.9,31.1,63.6,97.0,0.0,2.4
Nizamabad,Nizamabad_North,14-Jun-21,27.0,22.1,33.3,53.5,99.0,0.0,7.5
Nizamabad,Nizamabad_North,15-Jun-21,14.9,22.4,32.9,67.1,100.0,0.0,1.9
Nizamabad,Nizamabad_North,16-Jun-21,7.8,23.8,34.5,56.8,96.0,0.0,2.5
Nizamabad,Nizamabad_North,17-Jun-21,6.4,23.6,33.8,53.5,98.0,0.0,2.1
Nizamabad,Nizamabad_North,18-Jun-21,5.0,24.0,31.2,67.0,100.0,0.0,4.1
Nizamabad,Nizamabad_North,19-Jun-21,3.8,24.5,32.9,53.7,89.0,0.0,3.1
Nizamabad,Nizamabad_North,20-Jun-21,0.0,24.4,33.0,50.2,90.0,0.0,2.4
Nizamabad,Nizamabad_North,21-Jun-21,0.0,25.2,34.9,42.0,79.0,0.0,2.7
Nizamabad,Nizamabad_North,22-Jun-21,0.0,26.2,35.4,42.7,78.0,0.0,2.5
Nizamabad,Nizamabad_North,23-Jun-21,0.3,27.0,34.0,44.4,78.0,0.0,2.9
Nizamabad,Nizamabad_North,24-Jun-21,0.3,23.1,32.5,53.7,96.0,0.0,3.2
Nizamabad,Nizamabad_North,25-Jun-21,1.5,23.1,31.8,55.5,100.0,0.0,2.4
Nizamabad,Nizamabad_North,26-Jun-21,2.5,24.8,32.8,52.1,96.0,0.0,2.1
Nizamabad,Nizamabad_North,27-Jun-21,5.4,23.2,34.1,52.4,95.0,0.0,3.0
Nizamabad,Nizamabad_North,28-Jun-21,8.8,22.6,32.8,62.7,100.0,0.0,6.6
Nizamabad,Nizamabad_North,29-Jun-21,0.0,25.4,32.9,60.3,100.0,0.0,1.2
Nizamabad,Nizamabad_North,30-Jun-21,0.0,26.9,34.9,51.4,92.0,0.0,1.8
Nizamabad,Nizamabad_Rural,01-Jun-21,0.0,25.8,40.2,28.1,78.0,0.1,4.0
